STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,INCIDENT_BOROUGH
37,7/3/2008,BROOKLYN
33,5/26/2014,BROOKLYN
7,2/23/2017,RICHMOND / STATEN ISLAND
19,10/29/2019,MANHATTAN
19,7/23/2021,MANHATTAN
7,2/3/2014,RICHMOND / STATEN ISLAND
27,10/7/2017,QUEENS
25,2/26/2011,QUEENS
3,9/19/2014,RICHMOND / STATEN ISLAND
23,7/9/2018,MANHATTAN
6,6/16/2009,RICHMOND / STATEN ISLAND
30,5/1/2021,BRONX
34,4/9/2016,MANHATTAN
26,4/3/2005,BROOKLYN
32,6/27/2012,MANHATTAN
9,11/19/2014,RICHMOND / STATEN ISLAND
18,3/11/2018,BRONX
7,7/15/2009,RICHMOND / STATEN ISLAND
35,9/4/2010,QUEENS
42,1/12/2010,BROOKLYN
4,4/28/2014,RICHMOND / STATEN ISLAND
26,8/3/2017,BROOKLYN
62,3/4/2015,MANHATTAN
14,9/13/2015,RICHMOND / STATEN ISLAND
21,3/27/2010,BRONX
28,1/2/2009,BRONX
7,12/21/2009,RICHMOND / STATEN ISLAND
23,12/21/2019,QUEENS
3,4/10/2016,RICHMOND / STATEN ISLAND
9,6/23/2014,RICHMOND / STATEN ISLAND
28,8/17/2015,BROOKLYN
23,11/16/2014,QUEENS
9,6/15/2007,RICHMOND / STATEN ISLAND
21,10/9/2013,BROOKLYN
35,10/26/2010,BROOKLYN
27,8/10/2013,MANHATTAN
30,6/12/2009,BRONX
23,7/1/2018,QUEENS
11,9/10/2010,RICHMOND / STATEN ISLAND
18,5/9/2015,BRONX
19,11/4/2013,BRONX
18,1/10/2020,MANHATTAN
22,1/11/2020,BRONX
28,1/26/2009,BRONX
137,4/14/2014,BROOKLYN
25,1/11/2020,QUEENS
7,10/2/2007,RICHMOND / STATEN ISLAND
3,11/19/2019,RICHMOND / STATEN ISLAND
2,1/22/2015,RICHMOND / STATEN ISLAND
28,3/29/2010,BRONX
17,3/16/2015,MANHATTAN
5,1/9/2019,RICHMOND / STATEN ISLAND
20,6/23/2014,MANHATTAN
31,6/14/2008,BRONX
36,8/16/2013,BROOKLYN
33,9/10/2011,BROOKLYN
27,12/5/2009,MANHATTAN
17,5/24/2011,QUEENS
6,3/28/2012,RICHMOND / STATEN ISLAND
7,1/11/2020,RICHMOND / STATEN ISLAND
19,11/2/2017,BRONX
7,12/31/2009,RICHMOND / STATEN ISLAND
22,6/29/2019,BROOKLYN
35,5/24/2005,BROOKLYN
24,1/13/2019,QUEENS
14,8/11/2016,QUEENS
6,12/11/2008,RICHMOND / STATEN ISLAND
42,4/12/2010,MANHATTAN
25,1/1/2015,BRONX
59,2/7/2011,BROOKLYN
23,10/23/2009,BRONX
22,4/19/2011,MANHATTAN
19,7/29/2018,BRONX
3,4/10/2018,RICHMOND / STATEN ISLAND
11,10/18/2011,RICHMOND / STATEN ISLAND
28,4/16/2019,QUEENS
22,10/6/2012,QUEENS
25,1/11/2020,MANHATTAN
33,1/25/2008,BROOKLYN
42,12/4/2008,BROOKLYN
34,1/12/2015,QUEENS
17,9/15/2007,QUEENS
38,8/3/2005,QUEENS
22,5/5/2011,QUEENS
30,6/17/2011,MANHATTAN
20,11/23/2010,BRONX
54,1/26/2009,BROOKLYN
39,1/7/2010,BROOKLYN
30,1/11/2020,BROOKLYN
25,10/26/2018,BROOKLYN
16,5/31/2016,BRONX
23,2/25/2009,QUEENS
27,8/4/2009,MANHATTAN
46,3/13/2016,BROOKLYN
15,5/11/2013,BRONX
35,2/20/2005,MANHATTAN
6,8/3/2009,RICHMOND / STATEN ISLAND
32,7/20/2019,QUEENS
8,6/4/2016,RICHMOND / STATEN ISLAND
30,7/24/2006,MANHATTAN
24,4/10/2019,MANHATTAN
22,1/12/2020,BRONX
19,7/3/2011,MANHATTAN
24,9/5/2012,BROOKLYN
49,12/14/2012,BROOKLYN
40,9/29/2007,MANHATTAN
19,12/23/2014,BRONX
20,7/26/2012,MANHATTAN
33,4/24/2021,BROOKLYN
43,1/12/2020,BROOKLYN
24,11/7/2015,MANHATTAN
5,11/10/2018,RICHMOND / STATEN ISLAND
40,3/3/2005,MANHATTAN
30,11/18/2010,MANHATTAN
25,8/17/2008,MANHATTAN
34,6/24/2014,BROOKLYN
32,1/11/2012,MANHATTAN
17,6/18/2019,BRONX
33,11/29/2008,BROOKLYN
11,1/12/2020,RICHMOND / STATEN ISLAND
7,9/28/2010,RICHMOND / STATEN ISLAND
7,11/30/2019,RICHMOND / STATEN ISLAND
7,12/3/2006,RICHMOND / STATEN ISLAND
21,8/30/2013,QUEENS
32,4/5/2010,QUEENS
56,12/25/2010,BROOKLYN
31,1/12/2020,QUEENS
30,5/23/2014,BROOKLYN
28,1/12/2020,MANHATTAN
42,12/23/2005,QUEENS
48,5/1/2014,BROOKLYN
29,6/24/2017,BROOKLYN
9,6/6/2007,RICHMOND / STATEN ISLAND
4,9/22/2007,RICHMOND / STATEN ISLAND
6,12/3/2017,RICHMOND / STATEN ISLAND
58,4/17/2005,BROOKLYN
15,9/24/2011,QUEENS
6,8/23/2011,RICHMOND / STATEN ISLAND
36,1/1/2021,BRONX
5,9/6/2017,RICHMOND / STATEN ISLAND
20,6/5/2010,BRONX
38,12/7/2005,BROOKLYN
9,12/1/2007,RICHMOND / STATEN ISLAND
71,11/7/2005,BROOKLYN
23,9/19/2014,BRONX
55,5/31/2005,MANHATTAN
53,3/17/2006,BROOKLYN
40,9/22/2011,BROOKLYN
17,10/7/2015,QUEENS
12,6/29/2006,RICHMOND / STATEN ISLAND
3,3/1/2018,RICHMOND / STATEN ISLAND
4,10/19/2007,RICHMOND / STATEN ISLAND
32,4/15/2008,BRONX
33,1/13/2020,MANHATTAN
18,5/12/2012,RICHMOND / STATEN ISLAND
7,10/18/2005,RICHMOND / STATEN ISLAND
10,10/26/2017,QUEENS
39,4/21/2009,QUEENS
15,9/30/2008,BRONX
17,2/15/2018,QUEENS
14,9/3/2013,QUEENS
18,7/15/2018,QUEENS
23,5/30/2013,QUEENS
27,3/11/2009,MANHATTAN
6,2/1/2005,RICHMOND / STATEN ISLAND
27,6/6/2010,MANHATTAN
30,6/27/2015,QUEENS
5,8/14/2018,RICHMOND / STATEN ISLAND
9,10/23/2010,RICHMOND / STATEN ISLAND
31,10/23/2008,MANHATTAN
28,7/12/2005,QUEENS
32,9/29/2013,QUEENS
20,8/26/2018,MANHATTAN
14,11/23/2014,RICHMOND / STATEN ISLAND
56,1/8/2018,MANHATTAN
29,9/25/2012,QUEENS
7,2/18/2006,RICHMOND / STATEN ISLAND
8,5/23/2021,RICHMOND / STATEN ISLAND
22,11/5/2011,MANHATTAN
27,1/2/2018,BRONX
27,11/13/2005,QUEENS
26,7/23/2014,QUEENS
19,10/3/2013,MANHATTAN
46,8/9/2010,BROOKLYN
30,6/9/2011,MANHATTAN
19,5/20/2019,BRONX
1,8/20/2011,RICHMOND / STATEN ISLAND
19,8/13/2019,QUEENS
29,5/14/2021,BRONX
32,7/9/2007,QUEENS
4,1/13/2020,RICHMOND / STATEN ISLAND
63,12/18/2013,MANHATTAN
19,7/26/2019,MANHATTAN
40,2/16/2015,QUEENS
7,9/22/2006,RICHMOND / STATEN ISLAND
23,11/18/2011,MANHATTAN
45,4/3/2013,MANHATTAN
22,1/5/2017,QUEENS
3,1/15/2007,RICHMOND / STATEN ISLAND
30,11/28/2016,BROOKLYN
29,10/5/2017,BROOKLYN
13,6/26/2019,BRONX
25,10/21/2015,MANHATTAN
5,2/24/2016,RICHMOND / STATEN ISLAND
23,7/21/2013,BRONX
12,5/4/2007,RICHMOND / STATEN ISLAND
8,4/22/2006,RICHMOND / STATEN ISLAND
25,7/14/2009,BRONX
17,1/5/2010,BRONX
32,1/13/2020,BROOKLYN
4,3/11/2005,RICHMOND / STATEN ISLAND
3,10/8/2015,RICHMOND / STATEN ISLAND
21,4/12/2017,BRONX
5,9/3/2018,RICHMOND / STATEN ISLAND
8,11/9/2016,RICHMOND / STATEN ISLAND
17,1/8/2021,QUEENS
50,4/14/2007,BROOKLYN
23,7/14/2012,MANHATTAN
7,6/17/2021,RICHMOND / STATEN ISLAND
20,1/31/2013,BRONX
28,2/13/2013,BRONX
22,5/26/2010,QUEENS
42,6/12/2016,MANHATTAN
36,2/15/2018,BROOKLYN
54,3/26/2007,BROOKLYN
33,11/17/2019,BRONX
7,5/19/2019,RICHMOND / STATEN ISLAND
6,6/26/2011,RICHMOND / STATEN ISLAND
29,9/6/2016,QUEENS
29,1/13/2020,QUEENS
22,11/7/2006,BRONX
26,4/11/2011,BRONX
26,5/16/2019,BROOKLYN
28,1/20/2010,BROOKLYN
11,1/24/2011,RICHMOND / STATEN ISLAND
38,11/24/2012,BROOKLYN
26,5/10/2007,BRONX
23,12/11/2007,BRONX
18,8/3/2012,BRONX
17,4/9/2018,BRONX
24,4/15/2018,MANHATTAN
8,10/26/2007,RICHMOND / STATEN ISLAND
17,10/18/2014,QUEENS
27,1/14/2016,MANHATTAN
22,1/13/2020,BRONX
32,10/21/2007,QUEENS
6,2/20/2010,RICHMOND / STATEN ISLAND
39,7/16/2007,MANHATTAN
21,5/26/2017,MANHATTAN
17,5/6/2016,QUEENS
30,6/30/2021,QUEENS
27,12/11/2019,MANHATTAN
23,5/19/2007,BRONX
25,7/20/2008,QUEENS
9,9/7/2016,RICHMOND / STATEN ISLAND
17,1/14/2020,BRONX
23,6/11/2007,BRONX
22,12/30/2006,BRONX
40,3/29/2005,BROOKLYN
26,4/18/2013,BROOKLYN
27,1/2/2006,MANHATTAN
13,9/21/2017,QUEENS
17,1/14/2020,QUEENS
34,10/11/2010,BROOKLYN
36,7/31/2008,BROOKLYN
24,5/26/2017,BRONX
28,11/7/2011,BRONX
29,7/16/2021,QUEENS
42,5/23/2005,MANHATTAN
67,3/29/2007,MANHATTAN
5,2/7/2016,RICHMOND / STATEN ISLAND
38,4/16/2017,BRONX
43,7/8/2007,BROOKLYN
23,10/19/2013,MANHATTAN
43,4/26/2008,QUEENS
29,8/22/2016,MANHATTAN
38,11/15/2015,QUEENS
38,1/11/2010,BROOKLYN
23,4/30/2019,QUEENS
20,5/22/2011,MANHATTAN
28,9/21/2014,MANHATTAN
28,5/11/2017,MANHATTAN
34,3/9/2018,BROOKLYN
30,6/5/2011,MANHATTAN
33,9/28/2009,BROOKLYN
20,7/8/2014,BRONX
72,3/3/2019,QUEENS
11,2/28/2008,RICHMOND / STATEN ISLAND
37,1/25/2011,BROOKLYN
19,1/14/2020,MANHATTAN
33,2/17/2008,MANHATTAN
40,8/3/2007,BROOKLYN
22,10/16/2014,QUEENS
23,4/2/2015,QUEENS
19,10/30/2018,QUEENS
23,7/28/2013,BRONX
29,8/1/2014,BROOKLYN
25,1/15/2017,BRONX
6,4/11/2008,RICHMOND / STATEN ISLAND
26,3/12/2016,QUEENS
38,9/1/2006,BROOKLYN
21,12/13/2016,BRONX
19,1/9/2009,QUEENS
4,1/14/2020,RICHMOND / STATEN ISLAND
17,12/6/2011,MANHATTAN
25,6/27/2018,MANHATTAN
40,4/20/2006,MANHATTAN
23,1/14/2020,BROOKLYN
20,8/18/2014,BRONX
25,6/24/2021,BRONX
26,3/11/2008,QUEENS
27,11/30/2005,MANHATTAN
28,5/28/2021,BRONX
42,9/13/2005,BROOKLYN
15,8/20/2018,BRONX
29,8/13/2008,QUEENS
9,6/18/2005,RICHMOND / STATEN ISLAND
22,5/20/2018,QUEENS
8,3/18/2010,RICHMOND / STATEN ISLAND
17,1/6/2021,MANHATTAN
22,5/30/2018,QUEENS
31,7/29/2005,BRONX
24,6/27/2017,BRONX
20,11/5/2015,BRONX
30,8/22/2005,BRONX
31,6/20/2012,MANHATTAN
20,12/17/2015,BRONX
20,1/17/2016,MANHATTAN
1,10/7/2010,RICHMOND / STATEN ISLAND
5,2/1/2018,RICHMOND / STATEN ISLAND
28,2/19/2009,MANHATTAN
5,1/16/2014,RICHMOND / STATEN ISLAND
22,6/23/2007,MANHATTAN
3,1/15/2019,RICHMOND / STATEN ISLAND
11,5/25/2015,RICHMOND / STATEN ISLAND
8,4/6/2014,RICHMOND / STATEN ISLAND
22,1/22/2016,BRONX
6,4/8/2005,RICHMOND / STATEN ISLAND
25,9/17/2014,BROOKLYN
26,3/18/2013,MANHATTAN
29,11/8/2013,MANHATTAN
19,1/13/2021,BROOKLYN
53,5/18/2017,MANHATTAN
28,3/25/2008,MANHATTAN
21,4/17/2018,BROOKLYN
15,1/11/2021,BRONX
34,11/4/2013,MANHATTAN
9,8/5/2006,RICHMOND / STATEN ISLAND
30,1/26/2011,BRONX
16,1/15/2020,BRONX
16,1/5/2007,BRONX
5,10/1/2005,RICHMOND / STATEN ISLAND
28,1/12/2005,MANHATTAN
27,6/28/2014,BROOKLYN
36,1/22/2016,BROOKLYN
27,4/11/2013,BROOKLYN
34,1/16/2014,MANHATTAN
18,5/19/2016,QUEENS
1,10/1/2018,RICHMOND / STATEN ISLAND
42,8/7/2008,BROOKLYN
31,3/19/2015,BRONX
40,12/29/2006,MANHATTAN
26,3/17/2014,QUEENS
33,8/14/2010,MANHATTAN
24,11/16/2005,BRONX
4,11/5/2011,RICHMOND / STATEN ISLAND
7,10/26/2006,RICHMOND / STATEN ISLAND
32,9/25/2005,MANHATTAN
37,5/4/2013,QUEENS
7,4/12/2007,RICHMOND / STATEN ISLAND
41,4/24/2011,MANHATTAN
15,8/2/2011,MANHATTAN
16,3/28/2011,RICHMOND / STATEN ISLAND
29,6/16/2015,MANHATTAN
19,11/3/2015,MANHATTAN
3,8/9/2018,RICHMOND / STATEN ISLAND
41,1/13/2009,MANHATTAN
21,10/7/2017,MANHATTAN
30,6/9/2014,MANHATTAN
24,11/5/2010,MANHATTAN
67,2/21/2015,BROOKLYN
61,1/21/2007,BROOKLYN
53,11/16/2018,BROOKLYN
21,7/29/2018,MANHATTAN
48,2/23/2007,BROOKLYN
31,11/20/2012,BRONX
29,7/11/2012,MANHATTAN
25,6/10/2016,MANHATTAN
26,8/20/2013,BRONX
22,1/2/2016,MANHATTAN
2,1/15/2020,RICHMOND / STATEN ISLAND
34,10/24/2011,BROOKLYN
26,9/21/2018,BROOKLYN
23,1/15/2020,BROOKLYN
19,10/22/2011,MANHATTAN
11,5/17/2008,BRONX
5,10/14/2014,RICHMOND / STATEN ISLAND
18,8/13/2016,BRONX
32,10/6/2005,BROOKLYN
24,9/23/2008,BRONX
33,6/28/2014,MANHATTAN
6,5/1/2012,RICHMOND / STATEN ISLAND
36,8/10/2005,BROOKLYN
4,1/20/2013,RICHMOND / STATEN ISLAND
24,8/12/2019,BRONX
39,10/1/2005,QUEENS
4,1/23/2018,RICHMOND / STATEN ISLAND
16,3/26/2013,BRONX
43,10/21/2005,BROOKLYN
3,1/25/2014,RICHMOND / STATEN ISLAND
31,11/25/2007,MANHATTAN
27,2/15/2017,BROOKLYN
19,5/27/2019,MANHATTAN
16,6/26/2018,MANHATTAN
34,1/11/2007,MANHATTAN
31,1/15/2020,QUEENS
17,7/1/2011,BRONX
13,8/11/2008,BRONX
1,5/25/2012,RICHMOND / STATEN ISLAND
28,2/3/2019,MANHATTAN
33,8/2/2005,BRONX
34,8/30/2005,MANHATTAN
22,8/13/2018,MANHATTAN
19,5/31/2016,MANHATTAN
22,7/6/2015,BRONX
7,8/3/2016,RICHMOND / STATEN ISLAND
19,1/15/2020,MANHATTAN
24,1/16/2020,BROOKLYN
19,10/23/2006,QUEENS
41,6/29/2012,BROOKLYN
4,4/1/2011,RICHMOND / STATEN ISLAND
21,7/16/2012,BRONX
38,11/14/2005,QUEENS
24,6/24/2012,QUEENS
27,11/24/2015,BRONX
36,3/27/2018,BROOKLYN
44,11/28/2006,BROOKLYN
29,12/25/2008,BRONX
14,7/8/2009,QUEENS
28,3/20/2012,QUEENS
25,3/29/2019,MANHATTAN
28,8/25/2016,BRONX
14,1/22/2006,RICHMOND / STATEN ISLAND
32,7/29/2011,BROOKLYN
7,12/29/2010,RICHMOND / STATEN ISLAND
5,12/8/2019,RICHMOND / STATEN ISLAND
21,9/20/2011,MANHATTAN
3,9/22/2013,RICHMOND / STATEN ISLAND
27,1/3/2018,QUEENS
47,11/4/2008,BROOKLYN
26,6/27/2016,MANHATTAN
13,1/1/2014,RICHMOND / STATEN ISLAND
53,1/21/2019,BROOKLYN
19,2/3/2006,BRONX
11,6/24/2018,BRONX
3,2/2/2019,RICHMOND / STATEN ISLAND
26,5/25/2006,QUEENS
27,12/19/2011,MANHATTAN
23,3/4/2021,MANHATTAN
2,9/11/2007,RICHMOND / STATEN ISLAND
31,1/6/2011,BROOKLYN
3,8/20/2015,RICHMOND / STATEN ISLAND
33,6/11/2008,QUEENS
48,3/12/2005,MANHATTAN
14,6/26/2012,BRONX
23,7/9/2011,QUEENS
18,12/10/2018,QUEENS
17,7/1/2009,BRONX
18,9/8/2019,BRONX
20,10/22/2005,BRONX
18,4/6/2018,BRONX
17,8/3/2018,MANHATTAN
6,1/16/2020,RICHMOND / STATEN ISLAND
31,10/5/2006,BRONX
7,11/28/2008,RICHMOND / STATEN ISLAND
130,10/29/2012,QUEENS
5,1/4/2017,RICHMOND / STATEN ISLAND
14,12/31/2007,MANHATTAN
17,6/22/2015,BRONX
46,5/20/2005,BROOKLYN
49,3/9/2013,BROOKLYN
29,11/5/2011,QUEENS
8,12/15/2007,RICHMOND / STATEN ISLAND
9,4/22/2007,RICHMOND / STATEN ISLAND
21,12/21/2011,MANHATTAN
36,10/9/2007,BROOKLYN
4,8/23/2016,RICHMOND / STATEN ISLAND
22,12/20/2014,QUEENS
23,1/5/2011,MANHATTAN
17,6/1/2011,BRONX
40,9/21/2005,BROOKLYN
29,10/14/2016,MANHATTAN
35,10/5/2019,MANHATTAN
17,1/16/2020,QUEENS
15,3/27/2021,RICHMOND / STATEN ISLAND
41,4/21/2007,MANHATTAN
22,5/13/2010,BRONX
31,4/13/2015,BRONX
65,1/1/2009,BROOKLYN
21,1/16/2020,MANHATTAN
47,9/11/2006,BROOKLYN
30,6/14/2006,QUEENS
10,10/29/2017,RICHMOND / STATEN ISLAND
35,12/4/2007,BROOKLYN
49,9/28/2018,BROOKLYN
36,12/9/2015,BROOKLYN
37,7/10/2007,MANHATTAN
23,3/30/2014,BRONX
20,11/9/2008,QUEENS
17,10/2/2011,QUEENS
30,12/8/2015,BRONX
37,9/29/2017,MANHATTAN
23,6/1/2013,QUEENS
10,12/3/2010,RICHMOND / STATEN ISLAND
52,5/14/2005,BROOKLYN
30,7/1/2006,MANHATTAN
42,10/26/2013,BROOKLYN
25,7/11/2009,QUEENS
23,5/28/2011,QUEENS
9,9/7/2007,RICHMOND / STATEN ISLAND
20,9/9/2008,MANHATTAN
21,8/11/2013,MANHATTAN
34,1/31/2009,QUEENS
48,1/12/2017,MANHATTAN
39,5/20/2016,BROOKLYN
6,10/15/2014,RICHMOND / STATEN ISLAND
29,3/22/2007,MANHATTAN
16,7/5/2016,MANHATTAN
26,5/26/2012,BROOKLYN
28,1/18/2007,BROOKLYN
2,9/16/2014,RICHMOND / STATEN ISLAND
33,6/21/2014,BROOKLYN
21,1/21/2010,MANHATTAN
27,1/7/2009,MANHATTAN
29,10/27/2015,MANHATTAN
54,1/10/2018,MANHATTAN
35,3/26/2017,QUEENS
3,12/18/2013,RICHMOND / STATEN ISLAND
43,8/8/2007,MANHATTAN
23,11/11/2011,MANHATTAN
37,4/21/2016,BROOKLYN
9,8/9/2017,RICHMOND / STATEN ISLAND
4,7/17/2007,RICHMOND / STATEN ISLAND
13,9/19/2005,RICHMOND / STATEN ISLAND
3,11/30/2011,RICHMOND / STATEN ISLAND
25,10/22/2008,QUEENS
48,2/20/2015,BROOKLYN
8,4/22/2014,RICHMOND / STATEN ISLAND
4,6/18/2019,RICHMOND / STATEN ISLAND
20,9/15/2008,QUEENS
27,4/29/2009,QUEENS
37,1/8/2018,BRONX
21,6/29/2007,BROOKLYN
6,9/7/2012,RICHMOND / STATEN ISLAND
12,1/16/2020,BRONX
7,8/2/2009,RICHMOND / STATEN ISLAND
27,6/11/2005,BRONX
4,1/17/2020,RICHMOND / STATEN ISLAND
33,12/26/2007,MANHATTAN
64,1/11/2017,QUEENS
35,1/18/2016,BROOKLYN
36,3/31/2018,BRONX
25,1/17/2020,MANHATTAN
30,1/17/2020,BROOKLYN
26,1/17/2020,QUEENS
26,12/7/2009,BRONX
2,1/8/2014,RICHMOND / STATEN ISLAND
19,11/30/2016,BRONX
5,11/9/2009,RICHMOND / STATEN ISLAND
20,3/29/2016,BRONX
28,1/11/2011,QUEENS
38,4/14/2016,BROOKLYN
24,9/10/2013,MANHATTAN
2,1/19/2009,RICHMOND / STATEN ISLAND
16,7/24/2007,QUEENS
31,11/17/2015,BROOKLYN
27,4/17/2015,QUEENS
54,2/18/2019,BROOKLYN
8,9/16/2006,RICHMOND / STATEN ISLAND
10,3/23/2006,RICHMOND / STATEN ISLAND
3,3/16/2007,RICHMOND / STATEN ISLAND
24,4/20/2011,QUEENS
19,10/23/2007,QUEENS
22,3/29/2021,MANHATTAN
11,9/19/2016,QUEENS
3,1/25/2005,RICHMOND / STATEN ISLAND
19,1/17/2020,BRONX
5,12/14/2006,RICHMOND / STATEN ISLAND
30,2/27/2016,BROOKLYN
10,9/4/2010,RICHMOND / STATEN ISLAND
38,4/18/2017,BROOKLYN
26,1/18/2020,MANHATTAN
14,12/26/2006,BRONX
23,10/13/2014,QUEENS
3,5/24/2010,RICHMOND / STATEN ISLAND
18,6/24/2018,BROOKLYN
48,1/2/2008,BROOKLYN
32,10/7/2010,QUEENS
52,7/11/2008,BROOKLYN
3,2/7/2021,RICHMOND / STATEN ISLAND
14,6/23/2015,BRONX
27,11/2/2007,BRONX
42,12/9/2010,MANHATTAN
37,1/18/2020,BRONX
40,5/10/2016,BROOKLYN
17,12/2/2012,BRONX
5,2/10/2008,RICHMOND / STATEN ISLAND
29,4/25/2010,BRONX
16,9/9/2018,QUEENS
22,10/16/2015,QUEENS
38,7/4/2019,QUEENS
53,3/26/2012,BROOKLYN
34,2/25/2006,MANHATTAN
18,4/27/2021,QUEENS
34,7/3/2013,BROOKLYN
29,1/3/2011,QUEENS
7,3/28/2018,RICHMOND / STATEN ISLAND
10,9/7/2018,BRONX
35,12/21/2016,MANHATTAN
20,4/26/2021,MANHATTAN
30,6/6/2009,QUEENS
41,7/3/2016,BROOKLYN
25,3/16/2021,BROOKLYN
21,6/30/2013,BRONX
15,7/15/2012,MANHATTAN
27,7/10/2011,QUEENS
5,5/11/2005,RICHMOND / STATEN ISLAND
5,8/14/2008,RICHMOND / STATEN ISLAND
19,7/16/2014,MANHATTAN
21,1/29/2019,MANHATTAN
32,1/18/2020,QUEENS
11,10/1/2019,RICHMOND / STATEN ISLAND
22,4/13/2010,MANHATTAN
21,1/13/2011,BRONX
14,5/2/2012,MANHATTAN
18,9/13/2017,QUEENS
2,9/14/2008,RICHMOND / STATEN ISLAND
28,3/8/2021,BROOKLYN
5,8/30/2006,RICHMOND / STATEN ISLAND
45,4/25/2011,BROOKLYN
6,10/9/2017,RICHMOND / STATEN ISLAND
53,1/30/2019,BROOKLYN
8,6/22/2013,RICHMOND / STATEN ISLAND
19,5/30/2021,BRONX
34,8/23/2014,BROOKLYN
19,7/31/2017,QUEENS
15,5/9/2021,MANHATTAN
34,10/13/2005,MANHATTAN
35,2/4/2018,QUEENS
37,11/4/2007,MANHATTAN
38,9/17/2013,BROOKLYN
26,1/18/2019,MANHATTAN
34,6/1/2012,MANHATTAN
15,3/2/2009,RICHMOND / STATEN ISLAND
15,10/18/2011,BRONX
8,3/15/2011,RICHMOND / STATEN ISLAND
7,6/8/2015,RICHMOND / STATEN ISLAND
6,12/24/2007,RICHMOND / STATEN ISLAND
27,1/26/2007,BRONX
61,5/29/2007,BROOKLYN
2,9/17/2008,RICHMOND / STATEN ISLAND
26,6/4/2011,QUEENS
42,2/4/2013,BROOKLYN
28,9/19/2010,BRONX
33,10/4/2007,BROOKLYN
14,7/24/2013,MANHATTAN
31,10/14/2005,QUEENS
27,1/2/2010,BRONX
45,10/27/2013,BROOKLYN
6,10/18/2007,RICHMOND / STATEN ISLAND
4,3/6/2010,RICHMOND / STATEN ISLAND
22,11/12/2019,BRONX
45,7/20/2011,BROOKLYN
40,9/26/2008,BROOKLYN
15,11/22/2006,RICHMOND / STATEN ISLAND
5,8/10/2010,RICHMOND / STATEN ISLAND
2,5/16/2017,RICHMOND / STATEN ISLAND
26,1/10/2015,QUEENS
25,12/20/2011,QUEENS
40,1/18/2020,BROOKLYN
9,3/16/2010,RICHMOND / STATEN ISLAND
23,11/16/2009,BRONX
23,3/19/2005,QUEENS
34,4/9/2013,BROOKLYN
31,4/18/2010,QUEENS
21,6/13/2011,QUEENS
45,3/26/2014,BROOKLYN
15,6/10/2021,BRONX
9,1/18/2020,RICHMOND / STATEN ISLAND
30,3/2/2011,QUEENS
2,8/19/2017,RICHMOND / STATEN ISLAND
22,10/20/2018,BROOKLYN
24,12/22/2018,BROOKLYN
23,7/1/2008,MANHATTAN
21,3/10/2021,BRONX
2,1/11/2015,RICHMOND / STATEN ISLAND
47,9/8/2010,MANHATTAN
25,6/13/2008,MANHATTAN
8,9/26/2008,RICHMOND / STATEN ISLAND
35,6/10/2015,BROOKLYN
3,7/11/2014,RICHMOND / STATEN ISLAND
2,12/26/2006,RICHMOND / STATEN ISLAND
5,12/9/2017,RICHMOND / STATEN ISLAND
1,3/23/2018,RICHMOND / STATEN ISLAND
35,3/1/2018,BROOKLYN
29,1/9/2019,MANHATTAN
6,1/19/2020,RICHMOND / STATEN ISLAND
29,4/30/2019,BROOKLYN
15,12/25/2009,RICHMOND / STATEN ISLAND
21,8/26/2009,QUEENS
26,5/2/2011,BROOKLYN
20,8/22/2009,MANHATTAN
22,12/7/2013,BROOKLYN
16,10/9/2017,QUEENS
22,2/3/2005,BRONX
48,10/2/2017,BROOKLYN
31,11/24/2015,BROOKLYN
22,6/30/2017,BROOKLYN
29,3/25/2005,QUEENS
16,11/12/2009,BRONX
4,1/19/2021,RICHMOND / STATEN ISLAND
7,1/28/2018,RICHMOND / STATEN ISLAND
29,11/7/2012,BRONX
4,11/6/2013,RICHMOND / STATEN ISLAND
12,4/4/2014,QUEENS
28,6/11/2011,BRONX
25,11/2/2009,BRONX
29,9/14/2012,BROOKLYN
44,1/19/2020,QUEENS
35,12/29/2006,BRONX
27,6/25/2006,QUEENS
3,1/26/2011,RICHMOND / STATEN ISLAND
32,9/30/2009,BROOKLYN
8,4/12/2006,RICHMOND / STATEN ISLAND
5,6/24/2016,RICHMOND / STATEN ISLAND
43,1/15/2009,BROOKLYN
34,1/19/2020,MANHATTAN
21,6/1/2017,BRONX
7,12/27/2011,RICHMOND / STATEN ISLAND
21,9/9/2012,BRONX
16,7/10/2005,RICHMOND / STATEN ISLAND
28,4/29/2007,MANHATTAN
26,10/15/2015,BRONX
20,9/21/2019,QUEENS
4,1/7/2014,RICHMOND / STATEN ISLAND
5,8/14/2016,RICHMOND / STATEN ISLAND
15,8/1/2016,MANHATTAN
34,5/19/2008,BROOKLYN
37,6/18/2010,BROOKLYN
47,7/2/2010,QUEENS
20,10/10/2019,MANHATTAN
29,10/1/2018,BROOKLYN
24,2/17/2013,MANHATTAN
31,6/4/2015,BROOKLYN
47,1/4/2008,MANHATTAN
31,9/22/2005,BRONX
14,1/7/2005,QUEENS
38,2/6/2005,BRONX
28,8/10/2005,QUEENS
22,12/31/2016,QUEENS
16,10/25/2018,QUEENS
31,9/6/2012,MANHATTAN
26,1/1/2006,QUEENS
35,1/7/2008,BRONX
56,1/29/2006,BROOKLYN
15,10/23/2017,BRONX
29,4/13/2008,QUEENS
16,6/17/2016,BRONX
