STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,INCIDENT_BOROUGH
10,1/30/2008,RICHMOND / STATEN ISLAND
7,5/10/2009,RICHMOND / STATEN ISLAND
19,9/16/2005,QUEENS
28,1/24/2012,MANHATTAN
29,3/15/2005,MANHATTAN
27,11/10/2017,BRONX
30,12/19/2009,MANHATTAN
26,6/21/2010,QUEENS
23,7/9/2009,BRONX
40,5/15/2005,BRONX
5,11/30/2016,RICHMOND / STATEN ISLAND
40,11/4/2006,BRONX
5,1/7/2019,RICHMOND / STATEN ISLAND
19,8/16/2019,QUEENS
21,9/8/2010,RICHMOND / STATEN ISLAND
32,1/9/2009,MANHATTAN
21,6/16/2017,BRONX
26,4/7/2018,MANHATTAN
1,6/2/2010,RICHMOND / STATEN ISLAND
12,5/26/2016,RICHMOND / STATEN ISLAND
6,9/17/2005,RICHMOND / STATEN ISLAND
28,5/7/2007,MANHATTAN
40,12/10/2011,MANHATTAN
25,8/17/2018,BROOKLYN
25,3/18/2019,BROOKLYN
37,6/2/2020,BROOKLYN
40,12/21/2015,BROOKLYN
16,9/27/2010,BRONX
24,6/2/2020,QUEENS
8,11/7/2019,RICHMOND / STATEN ISLAND
44,12/29/2005,BROOKLYN
30,1/29/2009,MANHATTAN
21,12/11/2008,BRONX
37,12/19/2013,BRONX
29,1/13/2005,MANHATTAN
22,9/26/2019,QUEENS
20,10/23/2019,QUEENS
28,10/9/2015,BROOKLYN
9,4/9/2014,RICHMOND / STATEN ISLAND
40,5/25/2015,BRONX
43,12/20/2009,QUEENS
35,10/31/2007,MANHATTAN
11,7/8/2008,RICHMOND / STATEN ISLAND
58,2/20/2019,MANHATTAN
30,7/24/2015,MANHATTAN
30,7/9/2010,QUEENS
19,10/14/2013,MANHATTAN
22,12/4/2013,QUEENS
6,1/26/2008,RICHMOND / STATEN ISLAND
38,9/27/2010,BROOKLYN
12,6/3/2020,RICHMOND / STATEN ISLAND
27,6/25/2015,QUEENS
34,7/8/2008,MANHATTAN
33,5/18/2012,BROOKLYN
8,5/30/2014,RICHMOND / STATEN ISLAND
26,10/6/2007,BRONX
18,5/20/2016,BRONX
27,9/13/2019,BRONX
10,7/27/2011,RICHMOND / STATEN ISLAND
22,11/13/2007,MANHATTAN
33,7/25/2010,BROOKLYN
28,6/6/2006,MANHATTAN
36,8/30/2008,MANHATTAN
42,12/4/2016,BROOKLYN
37,7/4/2009,MANHATTAN
28,8/29/2016,MANHATTAN
15,10/4/2010,QUEENS
44,12/31/2005,BROOKLYN
35,2/1/2010,BROOKLYN
36,1/24/2018,BROOKLYN
10,5/20/2021,RICHMOND / STATEN ISLAND
4,3/29/2017,RICHMOND / STATEN ISLAND
6,3/23/2005,RICHMOND / STATEN ISLAND
38,11/18/2006,BRONX
22,4/5/2010,BRONX
35,3/20/2008,BROOKLYN
20,6/27/2009,BRONX
7,3/24/2008,RICHMOND / STATEN ISLAND
16,6/25/2012,BRONX
28,4/16/2007,QUEENS
19,8/10/2013,BRONX
22,3/1/2013,BROOKLYN
17,8/1/2012,MANHATTAN
26,2/18/2017,BROOKLYN
25,6/3/2020,BROOKLYN
36,5/4/2007,QUEENS
8,12/30/2005,RICHMOND / STATEN ISLAND
4,2/14/2012,RICHMOND / STATEN ISLAND
43,1/28/2007,BROOKLYN
7,2/15/2008,RICHMOND / STATEN ISLAND
12,1/1/2021,RICHMOND / STATEN ISLAND
6,2/9/2009,RICHMOND / STATEN ISLAND
45,2/25/2009,BROOKLYN
44,3/10/2015,BRONX
33,1/29/2006,BRONX
18,8/12/2009,BRONX
6,1/30/2013,RICHMOND / STATEN ISLAND
27,6/4/2015,MANHATTAN
42,4/19/2005,MANHATTAN
14,9/18/2010,RICHMOND / STATEN ISLAND
25,10/24/2013,QUEENS
28,9/25/2014,BROOKLYN
9,8/19/2015,RICHMOND / STATEN ISLAND
19,5/19/2015,MANHATTAN
23,11/20/2016,BRONX
30,6/4/2009,QUEENS
18,6/29/2012,BRONX
5,9/28/2009,RICHMOND / STATEN ISLAND
2,2/1/2013,RICHMOND / STATEN ISLAND
14,6/3/2020,MANHATTAN
27,4/10/2015,MANHATTAN
35,8/3/2015,BROOKLYN
28,1/27/2010,MANHATTAN
27,9/18/2011,QUEENS
49,3/13/2010,BROOKLYN
12,5/21/2012,BRONX
46,4/23/2008,BROOKLYN
25,6/3/2020,QUEENS
6,8/12/2010,RICHMOND / STATEN ISLAND
24,7/11/2017,BRONX
4,5/2/2021,RICHMOND / STATEN ISLAND
31,8/9/2012,BROOKLYN
30,9/18/2013,QUEENS
2,10/17/2016,RICHMOND / STATEN ISLAND
61,2/24/2015,BROOKLYN
26,10/31/2005,BRONX
25,10/1/2007,BRONX
24,7/20/2014,BROOKLYN
20,5/4/2012,BRONX
3,4/3/2008,RICHMOND / STATEN ISLAND
47,1/1/2011,QUEENS
40,7/9/2009,BROOKLYN
27,8/7/2006,BRONX
9,7/4/2007,RICHMOND / STATEN ISLAND
21,6/3/2020,BRONX
23,12/30/2014,MANHATTAN
25,4/20/2018,QUEENS
24,10/25/2007,QUEENS
39,12/26/2016,BRONX
3,2/9/2011,RICHMOND / STATEN ISLAND
34,12/5/2007,BROOKLYN
19,1/8/2007,BRONX
25,9/2/2006,MANHATTAN
19,4/4/2016,QUEENS
29,9/25/2006,MANHATTAN
33,1/21/2019,BRONX
31,8/17/2006,QUEENS
10,8/23/2012,RICHMOND / STATEN ISLAND
17,8/15/2015,QUEENS
43,12/28/2018,BROOKLYN
3,6/17/2019,RICHMOND / STATEN ISLAND
4,12/31/2010,RICHMOND / STATEN ISLAND
32,5/26/2009,BROOKLYN
18,1/8/2015,BRONX
41,10/14/2005,MANHATTAN
30,12/6/2012,MANHATTAN
34,8/30/2014,BROOKLYN
28,12/3/2006,QUEENS
23,6/4/2020,QUEENS
27,1/22/2007,QUEENS
5,5/11/2012,RICHMOND / STATEN ISLAND
20,7/31/2015,BRONX
21,3/21/2013,BRONX
22,8/16/2018,QUEENS
20,6/6/2012,MANHATTAN
29,1/31/2009,BRONX
26,6/25/2017,MANHATTAN
4,8/1/2021,RICHMOND / STATEN ISLAND
14,1/3/2015,BRONX
30,6/24/2015,MANHATTAN
3,9/16/2013,RICHMOND / STATEN ISLAND
35,11/20/2013,BROOKLYN
24,3/23/2019,MANHATTAN
7,3/17/2018,RICHMOND / STATEN ISLAND
27,11/19/2011,BRONX
6,12/30/2009,RICHMOND / STATEN ISLAND
14,6/4/2020,BRONX
4,6/30/2017,RICHMOND / STATEN ISLAND
33,1/2/2015,MANHATTAN
37,11/17/2007,BRONX
13,12/11/2006,RICHMOND / STATEN ISLAND
8,3/8/2013,RICHMOND / STATEN ISLAND
29,10/12/2006,MANHATTAN
53,1/26/2011,BROOKLYN
46,6/12/2017,QUEENS
46,12/20/2013,MANHATTAN
19,5/4/2016,MANHATTAN
41,3/25/2009,BROOKLYN
30,12/24/2015,MANHATTAN
29,9/23/2018,BRONX
28,3/27/2009,MANHATTAN
33,12/4/2008,BRONX
52,11/12/2005,BROOKLYN
7,8/4/2013,RICHMOND / STATEN ISLAND
28,8/9/2005,QUEENS
26,6/4/2020,MANHATTAN
5,5/18/2008,RICHMOND / STATEN ISLAND
33,5/16/2017,BROOKLYN
19,1/17/2013,BROOKLYN
27,7/7/2017,BROOKLYN
19,12/6/2011,BRONX
5,7/21/2019,RICHMOND / STATEN ISLAND
25,9/6/2014,BROOKLYN
5,5/31/2012,RICHMOND / STATEN ISLAND
15,5/23/2011,MANHATTAN
29,6/15/2017,MANHATTAN
50,6/12/2008,BROOKLYN
22,6/28/2006,BRONX
19,7/29/2012,MANHATTAN
24,12/29/2012,BRONX
18,3/31/2019,MANHATTAN
18,10/28/2011,QUEENS
24,12/6/2012,QUEENS
32,6/13/2009,QUEENS
30,6/28/2006,BROOKLYN
30,2/22/2013,MANHATTAN
23,9/11/2009,QUEENS
16,5/31/2017,MANHATTAN
17,1/8/2014,BRONX
13,10/23/2013,BRONX
20,5/22/2013,QUEENS
22,11/4/2016,BRONX
22,1/31/2006,BROOKLYN
11,8/18/2013,RICHMOND / STATEN ISLAND
9,12/16/2005,RICHMOND / STATEN ISLAND
29,4/4/2017,QUEENS
20,2/22/2016,MANHATTAN
22,8/17/2010,QUEENS
22,8/12/2016,BRONX
18,11/23/2009,QUEENS
39,1/14/2006,BROOKLYN
2,6/4/2020,RICHMOND / STATEN ISLAND
45,12/24/2018,BROOKLYN
42,9/7/2010,BROOKLYN
8,3/14/2019,RICHMOND / STATEN ISLAND
15,2/18/2011,QUEENS
4,7/12/2015,RICHMOND / STATEN ISLAND
7,8/5/2012,RICHMOND / STATEN ISLAND
5,2/14/2015,RICHMOND / STATEN ISLAND
45,2/18/2006,BROOKLYN
7,3/22/2010,RICHMOND / STATEN ISLAND
26,5/31/2006,QUEENS
20,6/18/2019,BROOKLYN
43,2/22/2021,MANHATTAN
25,1/18/2010,QUEENS
22,8/11/2018,BRONX
25,10/13/2005,BRONX
20,6/2/2019,MANHATTAN
25,6/4/2020,BROOKLYN
23,6/5/2020,BROOKLYN
20,5/1/2010,QUEENS
16,6/5/2020,MANHATTAN
27,8/26/2013,BROOKLYN
5,6/16/2010,RICHMOND / STATEN ISLAND
31,11/21/2010,QUEENS
33,11/6/2011,BROOKLYN
4,8/18/2016,RICHMOND / STATEN ISLAND
19,7/15/2015,BRONX
19,4/22/2021,MANHATTAN
2,8/30/2013,RICHMOND / STATEN ISLAND
21,9/15/2014,QUEENS
15,10/25/2017,MANHATTAN
36,2/10/2005,BROOKLYN
19,7/12/2021,MANHATTAN
35,6/18/2010,QUEENS
31,10/7/2018,BRONX
8,4/13/2017,RICHMOND / STATEN ISLAND
24,4/28/2021,BROOKLYN
19,5/8/2016,BRONX
18,7/27/2021,BRONX
33,2/8/2015,QUEENS
31,9/6/2009,QUEENS
3,10/12/2016,RICHMOND / STATEN ISLAND
34,5/4/2005,BRONX
48,12/3/2011,BROOKLYN
40,11/21/2012,QUEENS
38,11/23/2012,BROOKLYN
24,8/27/2016,MANHATTAN
42,2/1/2014,BROOKLYN
13,4/12/2016,BRONX
6,4/28/2018,RICHMOND / STATEN ISLAND
21,1/25/2015,BRONX
18,6/23/2008,QUEENS
40,7/10/2007,BROOKLYN
11,8/19/2010,RICHMOND / STATEN ISLAND
36,1/21/2008,QUEENS
18,10/31/2013,BRONX
8,10/22/2012,RICHMOND / STATEN ISLAND
62,1/6/2014,MANHATTAN
39,9/20/2007,BROOKLYN
29,12/12/2017,BROOKLYN
18,2/28/2017,BRONX
29,11/21/2018,MANHATTAN
29,4/25/2007,BROOKLYN
34,5/12/2019,QUEENS
18,6/5/2020,BRONX
8,11/23/2018,RICHMOND / STATEN ISLAND
22,9/21/2011,BRONX
35,5/30/2005,QUEENS
5,12/24/2014,RICHMOND / STATEN ISLAND
39,6/19/2007,MANHATTAN
15,6/29/2013,QUEENS
30,9/28/2010,BROOKLYN
27,5/24/2009,BRONX
31,10/6/2012,BROOKLYN
31,2/1/2010,QUEENS
67,3/16/2017,QUEENS
4,4/16/2010,RICHMOND / STATEN ISLAND
23,7/11/2012,QUEENS
18,2/25/2014,QUEENS
43,10/28/2005,BROOKLYN
16,10/30/2019,BRONX
22,4/20/2021,MANHATTAN
4,9/2/2018,RICHMOND / STATEN ISLAND
38,6/24/2013,MANHATTAN
8,8/18/2006,RICHMOND / STATEN ISLAND
2,1/19/2011,RICHMOND / STATEN ISLAND
31,9/4/2016,BRONX
24,5/18/2006,BRONX
20,6/6/2011,BRONX
25,4/16/2012,BRONX
40,9/19/2009,BROOKLYN
18,6/5/2020,QUEENS
31,7/17/2017,BRONX
34,11/5/2016,MANHATTAN
23,10/5/2011,QUEENS
25,1/12/2019,QUEENS
36,9/21/2019,MANHATTAN
25,8/2/2010,BRONX
24,1/14/2013,MANHATTAN
35,3/20/2007,QUEENS
31,12/9/2014,BROOKLYN
59,6/3/2011,BROOKLYN
22,1/25/2012,BRONX
21,3/29/2018,MANHATTAN
29,7/20/2008,BRONX
31,11/9/2012,MANHATTAN
32,12/3/2019,BRONX
8,10/1/2006,RICHMOND / STATEN ISLAND
23,7/16/2011,BROOKLYN
18,11/21/2011,BRONX
23,1/6/2006,QUEENS
15,8/16/2016,BRONX
21,9/4/2018,MANHATTAN
12,7/11/2013,BRONX
32,4/14/2018,BROOKLYN
11,2/6/2007,RICHMOND / STATEN ISLAND
22,10/21/2008,BRONX
32,12/10/2019,BROOKLYN
27,12/29/2006,QUEENS
26,3/27/2010,QUEENS
21,11/30/2008,QUEENS
5,1/13/2019,RICHMOND / STATEN ISLAND
37,1/22/2005,MANHATTAN
24,10/15/2009,BRONX
23,12/9/2013,BROOKLYN
46,1/16/2018,BROOKLYN
26,1/13/2006,BRONX
21,11/1/2017,QUEENS
36,6/11/2017,MANHATTAN
32,2/13/2005,BRONX
8,3/20/2008,RICHMOND / STATEN ISLAND
43,8/5/2007,MANHATTAN
2,10/1/2012,RICHMOND / STATEN ISLAND
26,12/1/2016,BROOKLYN
25,10/1/2013,BROOKLYN
26,10/30/2012,RICHMOND / STATEN ISLAND
7,2/4/2016,RICHMOND / STATEN ISLAND
27,4/22/2009,MANHATTAN
23,2/15/2018,MANHATTAN
15,7/12/2017,MANHATTAN
40,1/23/2012,QUEENS
26,2/23/2018,BROOKLYN
35,10/16/2010,BROOKLYN
2,6/5/2020,RICHMOND / STATEN ISLAND
29,7/22/2015,BROOKLYN
35,6/11/2019,BROOKLYN
28,6/29/2014,QUEENS
19,12/12/2016,QUEENS
17,12/29/2018,BROOKLYN
38,11/11/2014,BROOKLYN
27,8/4/2016,BROOKLYN
25,3/14/2008,QUEENS
4,2/23/2005,RICHMOND / STATEN ISLAND
4,8/23/2010,RICHMOND / STATEN ISLAND
25,8/23/2012,MANHATTAN
26,10/13/2013,QUEENS
5,2/15/2017,RICHMOND / STATEN ISLAND
5,5/19/2013,RICHMOND / STATEN ISLAND
33,1/10/2009,QUEENS
18,12/8/2011,MANHATTAN
21,10/23/2011,BRONX
26,3/30/2012,MANHATTAN
14,5/18/2011,BRONX
20,4/22/2009,BRONX
15,7/28/2009,QUEENS
21,10/19/2012,MANHATTAN
25,3/3/2007,BRONX
7,8/15/2008,RICHMOND / STATEN ISLAND
12,6/6/2020,MANHATTAN
10,10/2/2006,RICHMOND / STATEN ISLAND
37,7/14/2012,BROOKLYN
32,6/15/2005,QUEENS
25,6/13/2018,MANHATTAN
43,4/29/2009,BROOKLYN
26,10/22/2005,QUEENS
35,9/6/2006,BROOKLYN
30,8/22/2017,BRONX
8,8/14/2005,RICHMOND / STATEN ISLAND
6,6/21/2014,RICHMOND / STATEN ISLAND
23,9/29/2005,QUEENS
12,7/25/2010,RICHMOND / STATEN ISLAND
16,6/6/2020,QUEENS
34,2/12/2009,QUEENS
41,4/10/2012,BROOKLYN
22,6/16/2008,BRONX
24,6/8/2005,QUEENS
34,11/16/2019,BRONX
8,7/28/2016,RICHMOND / STATEN ISLAND
24,6/6/2020,BRONX
8,3/13/2014,QUEENS
10,11/4/2014,RICHMOND / STATEN ISLAND
9,6/6/2020,RICHMOND / STATEN ISLAND
52,12/23/2008,BROOKLYN
8,2/20/2015,RICHMOND / STATEN ISLAND
25,6/12/2007,MANHATTAN
6,7/3/2008,RICHMOND / STATEN ISLAND
32,7/10/2018,BROOKLYN
25,10/23/2016,MANHATTAN
7,1/7/2013,RICHMOND / STATEN ISLAND
26,9/17/2008,BRONX
27,6/6/2020,BROOKLYN
7,5/4/2011,RICHMOND / STATEN ISLAND
28,3/23/2016,BRONX
17,1/16/2014,BRONX
23,11/30/2019,BRONX
28,5/11/2014,BRONX
21,11/8/2013,BRONX
20,10/21/2011,BRONX
24,1/17/2019,BRONX
3,10/4/2012,RICHMOND / STATEN ISLAND
38,3/29/2007,BRONX
33,3/23/2015,MANHATTAN
17,12/5/2013,BRONX
26,4/16/2016,QUEENS
30,9/12/2010,QUEENS
37,4/10/2007,QUEENS
27,3/11/2018,QUEENS
43,1/8/2006,MANHATTAN
30,6/25/2008,QUEENS
27,3/8/2016,BROOKLYN
22,6/7/2020,MANHATTAN
11,7/30/2017,RICHMOND / STATEN ISLAND
15,4/17/2014,QUEENS
25,8/21/2011,MANHATTAN
21,8/29/2012,BROOKLYN
2,7/10/2016,RICHMOND / STATEN ISLAND
19,4/23/2014,QUEENS
28,11/11/2017,BRONX
25,2/3/2013,MANHATTAN
34,3/29/2008,BRONX
29,5/9/2006,QUEENS
26,5/14/2005,QUEENS
2,12/20/2019,RICHMOND / STATEN ISLAND
21,4/28/2021,BRONX
35,5/2/2021,BROOKLYN
28,11/10/2019,QUEENS
41,2/19/2011,QUEENS
27,12/13/2011,MANHATTAN
3,6/19/2009,RICHMOND / STATEN ISLAND
38,7/3/2017,QUEENS
18,6/7/2020,BRONX
33,11/22/2016,BRONX
50,8/14/2005,BROOKLYN
6,11/23/2011,RICHMOND / STATEN ISLAND
18,4/1/2005,BRONX
21,3/4/2016,BRONX
28,8/17/2013,BROOKLYN
11,7/23/2019,RICHMOND / STATEN ISLAND
26,11/20/2014,QUEENS
45,1/1/2019,BROOKLYN
29,6/7/2020,QUEENS
29,6/1/2016,MANHATTAN
33,8/12/2005,BRONX
20,7/23/2017,BROOKLYN
19,9/9/2014,QUEENS
31,6/14/2015,BRONX
20,5/12/2021,MANHATTAN
18,5/11/2016,MANHATTAN
27,10/18/2012,BRONX
31,3/24/2018,BROOKLYN
31,7/13/2009,MANHATTAN
52,5/17/2010,BROOKLYN
25,1/25/2009,MANHATTAN
29,12/23/2006,BRONX
24,5/26/2021,BROOKLYN
29,12/5/2007,MANHATTAN
41,4/5/2009,MANHATTAN
30,6/7/2020,BROOKLYN
39,12/13/2011,BROOKLYN
42,1/14/2005,BROOKLYN
19,8/31/2016,BRONX
26,8/4/2013,MANHATTAN
13,7/29/2021,BRONX
28,8/5/2009,QUEENS
55,2/3/2009,BROOKLYN
24,12/28/2016,BROOKLYN
24,7/7/2009,BRONX
23,4/15/2009,QUEENS
23,1/8/2012,QUEENS
19,5/9/2008,QUEENS
63,2/18/2018,BROOKLYN
39,4/15/2006,BROOKLYN
37,10/24/2009,BROOKLYN
18,5/2/2019,BRONX
7,9/27/2013,RICHMOND / STATEN ISLAND
31,8/16/2015,BROOKLYN
34,9/24/2010,MANHATTAN
37,7/21/2014,BROOKLYN
22,3/6/2021,QUEENS
32,3/22/2016,BROOKLYN
38,12/14/2007,QUEENS
11,7/17/2021,BRONX
8,7/8/2021,RICHMOND / STATEN ISLAND
28,4/23/2018,BROOKLYN
10,2/27/2013,QUEENS
2,9/7/2019,RICHMOND / STATEN ISLAND
50,5/26/2007,BROOKLYN
6,6/7/2020,RICHMOND / STATEN ISLAND
21,3/24/2010,MANHATTAN
35,2/19/2018,MANHATTAN
25,6/8/2020,QUEENS
10,6/18/2011,QUEENS
7,2/20/2007,RICHMOND / STATEN ISLAND
54,8/27/2007,BROOKLYN
30,4/24/2012,MANHATTAN
34,4/22/2010,BROOKLYN
3,2/7/2019,RICHMOND / STATEN ISLAND
2,5/3/2011,RICHMOND / STATEN ISLAND
35,8/8/2007,BRONX
33,5/5/2017,QUEENS
5,6/11/2008,RICHMOND / STATEN ISLAND
38,9/28/2007,BROOKLYN
26,3/27/2014,BROOKLYN
33,7/23/2015,BROOKLYN
29,2/5/2013,BROOKLYN
52,4/11/2012,BROOKLYN
21,11/20/2013,QUEENS
19,9/12/2019,QUEENS
35,6/8/2020,BROOKLYN
35,8/5/2007,BRONX
26,11/30/2009,QUEENS
28,5/29/2017,MANHATTAN
37,11/9/2017,QUEENS
2,4/8/2008,RICHMOND / STATEN ISLAND
32,6/28/2017,QUEENS
8,7/28/2011,RICHMOND / STATEN ISLAND
22,8/4/2017,QUEENS
23,12/8/2014,BRONX
21,7/6/2017,QUEENS
10,4/28/2017,RICHMOND / STATEN ISLAND
22,7/12/2014,QUEENS
35,3/18/2012,MANHATTAN
23,11/27/2015,MANHATTAN
36,5/6/2018,BROOKLYN
2,4/21/2010,RICHMOND / STATEN ISLAND
17,8/15/2014,BRONX
6,7/16/2007,RICHMOND / STATEN ISLAND
22,5/24/2012,QUEENS
24,5/23/2017,BROOKLYN
7,7/27/2021,RICHMOND / STATEN ISLAND
20,6/23/2011,MANHATTAN
31,2/14/2018,MANHATTAN
28,4/13/2012,QUEENS
19,10/15/2012,BRONX
28,6/8/2020,BRONX
35,6/10/2007,BROOKLYN
24,3/23/2017,QUEENS
2,6/21/2009,RICHMOND / STATEN ISLAND
21,1/18/2015,QUEENS
32,12/21/2010,MANHATTAN
18,7/12/2011,BRONX
20,8/4/2016,BRONX
17,7/19/2008,RICHMOND / STATEN ISLAND
29,8/17/2007,MANHATTAN
3,7/14/2016,RICHMOND / STATEN ISLAND
37,5/9/2018,BROOKLYN
17,7/11/2021,MANHATTAN
30,8/4/2016,MANHATTAN
82,2/15/2014,BROOKLYN
17,6/13/2009,BRONX
31,11/13/2016,BRONX
6,6/1/2014,RICHMOND / STATEN ISLAND
51,8/4/2005,BROOKLYN
15,7/24/2012,BRONX
31,10/26/2018,MANHATTAN
17,10/24/2007,QUEENS
19,8/13/2017,QUEENS
19,3/5/2021,QUEENS
36,9/17/2010,BROOKLYN
5,5/27/2007,RICHMOND / STATEN ISLAND
15,3/21/2014,RICHMOND / STATEN ISLAND
47,3/20/2011,BROOKLYN
38,12/29/2013,MANHATTAN
11,9/22/2011,RICHMOND / STATEN ISLAND
20,2/4/2013,MANHATTAN
24,1/3/2021,BROOKLYN
7,6/8/2020,RICHMOND / STATEN ISLAND
21,7/29/2014,BRONX
36,2/8/2018,BROOKLYN
44,8/7/2009,BROOKLYN
20,6/8/2020,MANHATTAN
51,11/6/2006,BROOKLYN
25,10/3/2014,BRONX
8,2/16/2015,RICHMOND / STATEN ISLAND
40,12/3/2007,BROOKLYN
24,8/27/2006,QUEENS
5,11/29/2006,RICHMOND / STATEN ISLAND
22,6/3/2010,BRONX
3,10/7/2005,RICHMOND / STATEN ISLAND
60,4/16/2007,BROOKLYN
37,6/22/2007,QUEENS
30,9/1/2005,QUEENS
15,7/14/2007,MANHATTAN
23,10/27/2011,QUEENS
50,2/13/2008,MANHATTAN
63,12/28/2010,BROOKLYN
36,7/27/2014,BROOKLYN
34,4/14/2009,BROOKLYN
24,9/10/2006,BRONX
27,7/5/2008,MANHATTAN
26,2/21/2017,QUEENS
41,3/5/2011,BROOKLYN
14,2/5/2013,BRONX
38,11/23/2016,MANHATTAN
19,4/23/2021,MANHATTAN
23,6/9/2020,QUEENS
32,5/21/2016,BROOKLYN
30,11/9/2009,MANHATTAN
28,8/21/2010,QUEENS
41,4/13/2016,BROOKLYN
30,7/10/2010,QUEENS
6,9/14/2016,RICHMOND / STATEN ISLAND
8,1/23/2012,RICHMOND / STATEN ISLAND
22,1/16/2005,QUEENS
34,3/18/2009,QUEENS
9,6/25/2010,RICHMOND / STATEN ISLAND
21,12/9/2012,BRONX
28,5/31/2011,MANHATTAN
17,6/9/2020,BRONX
42,1/5/2016,MANHATTAN
22,6/9/2019,QUEENS
10,11/23/2013,RICHMOND / STATEN ISLAND
25,5/26/2018,BRONX
25,10/25/2013,MANHATTAN
43,2/15/2006,MANHATTAN
29,9/24/2011,BROOKLYN
33,3/15/2021,QUEENS
7,7/31/2011,RICHMOND / STATEN ISLAND
32,12/26/2006,MANHATTAN
34,7/16/2006,MANHATTAN
20,6/17/2007,BRONX
18,3/18/2021,MANHATTAN
34,10/9/2010,MANHATTAN
6,3/16/2005,RICHMOND / STATEN ISLAND
38,6/23/2010,BROOKLYN
20,2/21/2018,QUEENS
12,12/8/2010,RICHMOND / STATEN ISLAND
30,8/9/2009,BROOKLYN
25,1/13/2015,BRONX
30,5/29/2015,MANHATTAN
39,4/21/2012,BROOKLYN
49,4/17/2005,QUEENS
16,2/28/2011,QUEENS
43,4/4/2021,BROOKLYN
5,6/27/2007,RICHMOND / STATEN ISLAND
21,2/24/2006,QUEENS
38,9/10/2017,BROOKLYN
18,1/17/2017,BRONX
29,2/25/2012,BROOKLYN
23,3/30/2011,MANHATTAN
18,5/18/2019,MANHATTAN
126,1/4/2018,BROOKLYN
42,5/17/2013,BROOKLYN
26,8/20/2006,MANHATTAN
33,6/5/2012,BROOKLYN
40,8/16/2009,BROOKLYN
45,7/12/2005,MANHATTAN
32,5/15/2015,MANHATTAN
29,9/15/2013,BRONX
41,4/24/2015,MANHATTAN
17,4/29/2018,BRONX
38,2/6/2010,MANHATTAN
42,11/13/2010,MANHATTAN
5,6/4/2021,RICHMOND / STATEN ISLAND
26,9/12/2017,MANHATTAN
33,9/23/2006,MANHATTAN
11,4/21/2006,RICHMOND / STATEN ISLAND
3,4/27/2017,RICHMOND / STATEN ISLAND
17,10/27/2010,BRONX
30,1/4/2017,BROOKLYN
35,1/29/2005,MANHATTAN
21,10/24/2013,BRONX
34,9/28/2014,MANHATTAN
10,4/18/2011,BRONX
3,6/9/2020,RICHMOND / STATEN ISLAND
48,4/9/2012,QUEENS
7,7/6/2005,RICHMOND / STATEN ISLAND
27,5/22/2012,BROOKLYN
20,3/9/2012,BRONX
27,11/1/2014,BROOKLYN
37,2/12/2005,MANHATTAN
48,4/16/2006,BROOKLYN
18,4/30/2018,BRONX
22,4/15/2016,BRONX
3,9/2/2009,RICHMOND / STATEN ISLAND
28,7/25/2006,MANHATTAN
41,9/8/2008,BROOKLYN
7,4/12/2013,RICHMOND / STATEN ISLAND
27,6/1/2016,BROOKLYN
38,6/9/2020,BROOKLYN
28,11/5/2008,MANHATTAN
8,10/29/2006,RICHMOND / STATEN ISLAND
35,1/5/2008,QUEENS
40,1/23/2013,BROOKLYN
24,1/28/2021,BRONX
25,6/9/2020,MANHATTAN
43,5/10/2011,BROOKLYN
20,5/27/2017,MANHATTAN
17,5/2/2021,QUEENS
24,9/6/2009,MANHATTAN
27,8/11/2013,BROOKLYN
36,3/4/2011,BRONX
5,5/6/2019,RICHMOND / STATEN ISLAND
31,8/14/2016,BRONX
6,10/26/2019,RICHMOND / STATEN ISLAND
29,8/31/2005,MANHATTAN
39,7/19/2013,QUEENS
35,8/25/2005,QUEENS
23,10/1/2016,MANHATTAN
31,6/20/2013,BROOKLYN
31,3/3/2008,BROOKLYN
36,6/2/2009,MANHATTAN
19,8/6/2014,BRONX
40,3/28/2005,MANHATTAN
18,6/12/2012,BRONX
27,4/7/2017,BROOKLYN
28,10/9/2017,MANHATTAN
26,11/7/2012,MANHATTAN
18,5/16/2008,QUEENS
27,2/16/2012,QUEENS
5,7/2/2021,RICHMOND / STATEN ISLAND
37,10/19/2008,QUEENS
17,6/10/2020,BRONX
25,6/10/2020,BROOKLYN
6,3/21/2016,RICHMOND / STATEN ISLAND
32,4/3/2019,QUEENS
18,10/19/2009,BRONX
26,9/8/2008,BRONX
21,8/24/2017,BROOKLYN
52,12/9/2005,BROOKLYN
36,1/3/2007,BROOKLYN
28,1/12/2008,MANHATTAN
14,10/23/2005,QUEENS
19,6/10/2018,MANHATTAN
6,12/5/2014,RICHMOND / STATEN ISLAND
24,5/20/2011,QUEENS
11,7/15/2012,BRONX
19,5/3/2010,BRONX
8,1/12/2010,RICHMOND / STATEN ISLAND
10,6/10/2020,MANHATTAN
29,6/1/2008,BRONX
20,8/27/2014,QUEENS
16,7/10/2015,QUEENS
20,3/7/2017,BRONX
24,12/6/2018,BRONX
43,9/8/2010,BROOKLYN
28,6/18/2005,BRONX
35,7/18/2010,MANHATTAN
11,11/7/2019,QUEENS
28,9/9/2014,BROOKLYN
28,7/4/2012,QUEENS
20,1/14/2012,BRONX
27,9/12/2010,MANHATTAN
31,8/4/2015,MANHATTAN
19,8/18/2011,MANHATTAN
33,9/24/2011,MANHATTAN
